PuzzleId,FEN,Moves,Rating
qPTpe,8/kp4QP/4p3/p2n3q/5p2/6p1/6R1/6K1 w - - 1 52,h7h8q h5d1,948
qQ1I9,5Q2/6P1/8/1k6/7P/KP1P4/8/6q1 w - - 1 64,g7g8q g1a1,815
qQO2j,8/5Q1k/4P1p1/8/5PPK/1q6/8/1q6 b - - 0 49,h7h6 g4g5,979
qQO6f,r3k2r/1p3bpp/3B1p2/p1R5/6Q1/P3P2P/1p3PPK/5q2 b kq - 3 31,b2b1q c5c8 a8c8 g4c8,1075
qQTSv,8/3P1pkp/p5p1/6Q1/5K2/5P1P/4pq2/8 w - - 4 43,d7d8q f2h2 g5g3 h2g3 f4g3 e2e1q,1636
qR1oR,3Q4/1q1K1k2/1p6/4b1Q1/P1P5/6p1/8/8 w - - 3 66,d8c7 b7c7,1223
qRurn,2Q5/3P1r2/8/p7/4p1pp/2Pq3k/P2N4/3K4 w - - 1 48,d7d8q f7f1,1217
qRzKd,8/4P2k/6p1/3p3p/pP6/P3Q1PK/4p2P/1q6 w - - 1 44,e7e8q b1f5 g3g4 f5g4,1985
qSHLN,7k/pp2r1p1/8/1P5K/P2P1R2/5N1P/4p1P1/1q5r b - - 0 37,e2e1q f4f8 h8h7 f3g5,861
qSIUo,8/p4qr1/1pQ5/2p1Pk1R/4pPp1/1P2P1P1/P5K1/4q3 b - - 7 48,f7h5 c6f6,907
qSRzN,3q2k1/1p1r1rP1/p6Q/4B3/2P1P3/1P6/P5RK/5q2 b - - 0 50,f7g7 g2g7 d7g7 h6g7,1241
qSSE2,8/P5pk/Q1p4p/2Nb1p2/1P1P4/7P/1q4PK/8 w - - 5 51,a7a8q b2g2,639
qSX0s,6k1/p1r2NPp/4p1p1/3pP3/3n2P1/6P1/PqpB1QB1/5bK1 b - - 0 31,c2c1q f7h6 g8g7 f2f6,1701
qSb69,r7/2kn1BQP/1p2p3/8/p1pP1q2/8/PP3nP1/6KR w - - 0 31,h7h8q a8h8 h1h8 f2g4 g7g4 f4g4,1877
qSfG2,2r4k/4PRnP/p3n1PQ/4p3/4P3/3P4/2p4K/1q3B2 b - - 2 53,c2c1q h6g7 e6g7 f7f8 c8f8 e7f8q,1735
qStgN,rnQ4k/1p2qBp1/p6p/2p5/5P1P/3b4/Pq4PK/8 b - - 1 29,h8h7 c8g8,932
qSzJR,5b1k/6pp/8/8/2B5/PP4PP/3q1RK1/2q5 b - - 3 42,d2e1 f2f8,636
qTMH4,3r2k1/ppp2ppp/8/8/8/P3RPP1/P2pQK1P/2q5 b - - 3 26,d2d1q e3e8 d8e8 e2e8,1038
qTi9d,1Q6/5k2/4pp2/8/2Q1P3/3PK3/3b2P1/3q4 w - - 4 49,e3d4 d1g1,1119
qTndJ,1Q6/5pkp/6p1/7q/6K1/4QPP1/8/8 w - - 2 56,g4f4 h5f5,1389
qTuwu,8/PQ3p1k/2p3pp/2b5/8/6P1/2q2P1P/1R4K1 w - - 2 38,a7a8q c2f2 g1h1 f2f3,1126
qU5bX,2r3k1/6p1/Q7/2q5/4Rp2/4P2P/5PPK/2q5 b - - 1 42,f4e3 a6e6 g8h8 e4h4 c5h5 h4h5,1127
qULS6,r4rk1/1R3pp1/2Np4/8/1PP1P3/3P4/1PK1Qp2/6q1 b - - 3 38,f2f1q c6e7 g8h7 e2h5,1016
qUZyY,8/kp4Qp/3P2p1/q7/1q6/2n1PBP1/5PKP/8 b - - 2 40,b4d6 g7b7,794
qUk9Y,8/2P4p/4kpp1/3q4/8/2Q2P1P/3p2K1/8 b - - 0 53,d2d1q c7c8q e6f7 c3c7,1227
qUy9V,6k1/5ppp/pp3b2/2p5/P4q2/8/KP3pQ1/4r3 b - - 2 42,f2f1q g2a8 f4b8 a8b8 f6d8 b8d8 e1e8 d8e8,811
qVWwm,8/5p1p/6pk/6P1/3Q4/5PKP/2q5/1q6 b - - 0 50,h6g5 d4f4 g5h5 f4h4,1836
qWLKP,2Q5/3Q2pk/4p3/5p1p/8/8/4Kb1P/4q3 w - - 7 61,e2f3 e1e3 f3g2 e3e2 c8a6 e2a6,2708
qWP0J,r4rk1/p4ppp/2pp4/8/2q1P3/4BQ1P/pK2NP2/2R3R1 b - - 0 21,a2a1q b2a1 c4a4 a1b2,1970
qWmNr,3r4/2k1rBQP/pp1p4/8/2P1b3/6P1/PP3P1K/8 w - - 1 32,h7h8q d8h8 g7h8 e7f7 h8h4 f7h7,1407
qX2tJ,5rk1/Q4ppp/4p3/3p4/8/2P1Q3/3n1PPP/q1r1NK1R w - - 6 28,e3d2 c1e1 d2e1 a1a7,1174
qX9ER,1Q6/6pk/p2p3p/1b1P4/4pq2/1P3P1P/2Qp2P1/7K w - - 0 36,b8b6 b5d3 c2d1 e4e3,2077
qXArz,5Q2/2K5/8/1q1p4/3k2Q1/8/8/5q2 b - - 5 72,d4c3 f8a3 c3c2 a3a2,1962
qXI9n,3r2n1/1k3p1Q/7p/ppR1P3/P3pPq1/1P6/B2p2PP/5R1K b - - 2 27,d2d1q h7e4 d8d5 e4d5 d1d5 c5d5,2155
qXM7i,3qr3/5k1p/p5P1/2B5/1P3Q2/P7/1K5P/3q3n b - - 0 32,f7g8 f4f7 g8h8 f7h7,1357
qXSAm,6k1/6B1/4N2p/8/1bP3K1/4PQP1/p6P/3q4 b - - 10 46,a2a1q g7a1 h6h5 g4f4 b4d6 a1e5 d6e5 f4e4 d1f3 e4f3,2685
qXxpX,r7/ppp4Q/2nk4/2b1p3/2p3b1/8/PPPP2PP/R1BKQqNR w - - 7 16,g1e2 g4e2,997
qYMzF,8/6Q1/1P6/K7/5q2/3P1k2/2P4p/8 b - - 0 54,h2h1q g7b7 f3g3 b7h1,1327
qZLMB,8/P4p1k/6rp/3b1Q2/2p5/2q3PP/6PK/R7 w - - 1 37,a7a8q c3g3 h2g1 g3g2,925
qZiO4,1QQ5/4kpp1/3bp1p1/3p1q2/1B1P4/4P2r/5P2/1R4NK w - - 0 36,h1g2 h3h2 g2f1 f5f2,1827
qZjFz,Qr5r/1P1kp3/1Qpp1p2/8/3P4/4P1P1/1R1N1PPp/3q1b1K w - - 0 36,b2b1 f1g2 h1g2 h2h1q,1470
qa4dL,1r4k1/p2P2p1/8/Q7/3q2p1/2n3P1/P5P1/K6R w - - 0 33,d7d8q b8d8 a5d8 d4d8,936
qa76g,2rq1r1k/5p2/p3bNq1/1p2P3/4Q2R/3p2B1/P5PP/3B2K1 b - - 3 32,h8g7 h4h7 g6h7 e4h7,1657
qaRDA,8/kpP2p2/8/p6p/Pb2r2q/3R1P1b/1P5Q/2R4K w - - 0 32,c7c8q e4e1 c1e1 h4e1 h2g1 e1g1 h1g1 h3c8,1728
qaS1R,8/3Q4/8/5ppk/P7/1P4P1/3p2K1/4q3 b - - 3 50,d2d1q d7h7 h5g4 h7h3,1291
qb0jS,7Q/4kpQ1/6p1/p2qp3/b7/8/5PP1/5qK1 w - - 0 42,g1f1 d5d1,1467
qbBvu,8/6pk/6pp/4Q3/4B1KP/7P/p7/4q3 b - - 11 47,a2a1q e4g6 h7h8 e5b8 e1e8 b8e8,1576
qc7KV,Q7/2p3k1/2p1p2p/2Pp1p1q/Q2P1Pp1/P3P1P1/6rP/4K3 w - - 1 31,a4c6 g2g1 e1d2 h5h2 d2c3 g1c1,1408
qcVgP,5r1k/1P3rb1/3pq2p/2p4Q/4B3/5PP1/p7/3R1R1K b - - 4 38,a2a1q d1a1 g7a1 f1a1 f8b8 a1a8,2350
qcmhH,4QQnr/ppk3pp/8/1p6/3q4/8/PPP2bPP/RNB4K w - - 1 18,e8e6 d4d1 e6e1 d1e1,571
qcpl6,k7/p7/2p4P/8/6Q1/1P4P1/3p1PK1/2q5 b - - 2 48,d2d1q g4c8,1043
qd1fg,8/2P4k/1p3bpp/4p3/4Pp2/5P2/P1Q1R1Pq/5K2 w - - 0 34,c7c8q h2h1 f1f2 f6h4 g2g3 h4g3,1323
qd5pn,rn1q1rk1/7p/4p1p1/4n3/2N1P3/2Q1B3/p1P1K1PP/3R3R b - - 3 22,a2a1q d1a1 a8a1 h1a1,1406
qdUmB,1k5r/2P5/pB4r1/Nb1Rp2p/8/5q2/PPB2P2/1K2R2q b - - 0 38,b8c8 d5d8 h8d8 c7d8q,1246
qdYeQ,2BQ4/1P5k/6pp/4p3/2P3P1/4bP2/1Q2q2P/6K1 w - - 3 47,g1h1 e2f1,1660
qe1aK,2Q5/5pkp/4p1p1/4P3/3p1P2/7P/4q1P1/1Q2b2K w - - 3 37,c8c6 e2f1 h1h2 e1g3 h2g3 f1b1,1583
qevTs,3Q4/p4pkp/b1p3p1/2qn4/8/3PR2P/r1P2QP1/6K1 w - - 3 28,e3e8 a2a1 g1h2 c5f2,1223
qfNm2,8/1P3p1k/4p1pp/1q6/5P2/6PK/6QP/8 w - - 3 56,b7b8q b5h5,1168
qfzFW,6k1/5pp1/7p/8/8/P3RB1P/2qpQPPK/1r6 b - - 1 37,d2d1q e3e8 g8h7 f3e4,1127
qgSdl,r5k1/1pp3b1/3p1BQ1/8/P6P/q4RK1/6P1/6q1 b - - 1 35,g1e1 g3h2 e1h1 h2h1 a3c1 h1h2 c1h6 g6g4,2543
qgxdP,5r2/5R1k/4Qp1p/8/8/5N1P/5rPK/q1q5 b - - 0 44,h7g6 f3h4 g6h5 e6g4,1686
qhY4X,2k5/pb1rQ3/1pn5/8/5Q2/4K3/P2NBPP1/4q2r w - - 2 27,f4f8 c6d8 e7d7 c8d7,1989
qhkfc,r1b1kbnr/pp1p2pp/2n2p2/q1pQ4/2B1PB2/N4N2/Pp2KPPP/R6R b kq - 1 9,b2a1q d5f7 e8d8 f7f8,1080
qhlVD,3q3k/4P2P/8/2n5/2P3Q1/6P1/P3p1BK/4q3 b - - 1 40,d8e7 g4g8,1277
qi2zx,8/PQ4pp/4p1p1/3p2k1/3P4/4PPK1/6PP/q7 w - - 1 43,a7a8q a1e1 g3h3 e1h4,999
qiLFt,5b2/Q4pkp/6p1/4N3/5P2/4PK2/pq5P/8 b - - 3 38,a2a1q a7f7 g7h6 e5g4 h6h5 f7h7 f8h6 h7h6,1695
qiZTJ,3Qrq1k/6p1/p5pp/1pp4P/6P1/3Q4/PP3P1K/8 w - - 1 32,d8d6 f8f2 h2h3 e8e3 d3e3 f2e3,1086
qitzA,2b2rk1/P1N4p/3p3b/2pPp3/2P1P2q/3B1p2/1Q4PP/1R4K1 w - - 1 30,a7a8q f3f2 g1h1 h6f4 g2g3 f4g3 b2f2 g3f2,2234
qjUwb,2Q5/pp2P1pk/3b2qp/8/8/6P1/7K/8 w - - 2 50,e7e8q g6g3 h2h1 g3h2,1403
qjsI8,8/3P1pk1/5p2/2b1pP1p/8/3Q3P/8/4qB1K w - - 1 47,d7d8q e1f2 d8f6 g7f6,1590
qjtd6,2r2r1k/1PPp2pp/p2P2q1/4b3/1P6/P7/5p1P/2RQ1R1K w - - 1 32,b7c8q g6e4 d1f3 e4f3,1600
qkYPQ,5r2/1P4kp/6p1/P3p3/6n1/1Q4P1/5PBq/1R1R1K2 w - - 5 42,b7b8q f8f2 f1e1 h2g1 g2f1 g1f1,1437
qkYqQ,3Q4/4r1k1/pp3ppp/6q1/P2Q4/6K1/1P4P1/8 w - - 3 49,d4g4 e7e3 g3f2 g5g4,1117
qknoy,r4rk1/1pqP1n2/p7/2p3Bp/P2bN1n1/2N5/1P1Q2PP/R4R1K w - - 1 25,d7d8q c7h2,1553
qlWka,8/7K/3q4/6P1/Q7/2p5/2k5/3q4 b - - 1 72,c2d3 a4d1 d3e3 d1d6,929
qlZQ4,1Q1Q4/R4ppk/6np/8/8/3qP3/1p5K/8 b - - 0 46,b2b1q d8g8,1331
qmjQp,3Q4/p5pk/5p1p/1p6/2p1PQK1/6P1/PP2q3/8 w - - 9 39,f4f3 h6h5 g4f4 g7g5 f4f5 e2f3,1359
qnO86,1k6/1p3P1Q/2n3p1/8/3pP3/3P4/2K1B2p/6q1 b - - 0 51,h2h1q f7f8q b8a7 f8a3 a7b6 a3b2,2331
qnSEZ,5rk1/5p1p/4PQp1/1q4N1/8/7P/p1P2RPK/3r4 b - - 2 34,a2a1q e6f7 f8f7 f6f7 g8h8 f7h7,1293
qoDCA,8/8/pp1p2R1/2pPpR2/2Pq2k1/1P6/P3K3/6q1 b - - 9 58,g4h3 f5h5 d4h4 h5h4 h3h4 g6g1,1406
qoMpW,8/2p1QP2/6k1/4p3/4P1n1/2P1b3/1P3r2/7K w - - 0 43,f7f8q f2h2,1261
qoXip,r1bq2kr/pPp2ppp/8/4p3/Q1p1n3/B1P5/P4PPP/R3KBNR w KQ - 3 11,b7a8q d8d2,937
qp52d,4r1k1/1R3ppp/8/3Q4/2P5/1P5P/q2prPPK/2R5 b - - 1 33,d2c1q d5f7 g8h8 f7g7,1170
qqhuf,8/kpp3P1/7P/3QP3/3P4/2P5/2PK1P1R/qq2N3 w - - 0 41,d5e4 b1d1 d2e3 a1c1,1927
qqiLt,r1q4k/pb2pQb1/1p1p1n2/5NN1/4P2P/3B4/P5P1/q1B1R1K1 b - - 2 20,c8g8 f5e7 g8f7 g5f7,2228
qrcq9,8/5Qqp/4p1pk/6P1/7P/4P3/6PK/2q5 b - - 0 53,h6h5 f7f3 h5h4 g2g3 h4g5 f3f4 g5h5 f4h4,2193
qs7GG,4qk2/RQ6/4pq2/p7/2p2Pp1/2P3P1/PP4P1/5K2 b - - 11 41,f6d8 b7g7,1065
qshtj,Q7/1ppqkpP1/2n2b2/p4b2/P1p5/2Pp1N2/1P3PPP/RN2K2R w KQ - 1 17,g7g8q d7e6 f3e5 e6e5 e1d1 e5e2 d1c1 e2c2,1690
qslMc,8/6bk/8/2Q3PK/2P1P3/5B2/p7/2q5 b - - 0 40,a2a1q g5g6 h7g8 c5d5 g8h8 d5d8 g7f8 d8f8,2239
qtMxL,r1b4r/ppk1PQ1p/2pp1npb/3P4/6Pq/P7/1PP1B2P/RN1K3R w - - 1 18,e7e8q c8d7 e8e7 h4g5,2235
qtTt5,5rk1/3Q3p/3p1bpP/3P1B2/3B4/2P3P1/1q3PK1/q7 b - - 1 35,b2c3 f5e6 g8h8 d7g7 f6g7 h6g7,2045
qtVR9,Q7/3r1pk1/2p5/1p2p3/1P2q1b1/1BPnB2p/2Q3PP/5R1K w - - 1 38,e3g1 g4e2 c2e2 e4e2 a8c6 e2f1,2327
qtW2F,8/k1p2PB1/pp4Q1/8/8/2P1P1Pp/P2r1r2/1R5K w - - 1 31,f7f8q f2h2 h1g1 d2g2 g1f1 h2h1,1330
qtq5D,rn5r/ppp1n1k1/5R2/6Pp/3QN3/1P6/P1P1K1pq/R7 b - - 1 26,g2g1q f6f2 g7h7 a1g1,2100
qu1TK,r1r2qk1/1R3p2/5Qp1/3p1p1p/1BP4P/3P2P1/5P2/1q3BK1 b - - 2 30,f8g7 f6g7 g8g7 b4c3 g7f8 b7b1,1696
quehY,7Q/4rk1R/p3r3/1p3qp1/5n2/1P2p3/KBP5/5q2 b - - 2 47,f7g6 h8g8 e7g7 g8g7,1878
qvFGK,5QQr/k7/1pp5/3p4/8/1P2b3/P6N/4qRK1 w - - 5 54,g1g2 e1e2 g2g3 e2h2 g3f3 h8h3 f3g4 h2g2 g4f5 g2f1 f5e6 h3h6 e6d7 f1h3,2238
qvIag,4Q3/1P3pk1/3q4/4b3/4B3/P4Pp1/6K1/8 w - - 3 48,b7b8q d6d2 g2h3 d2h6 h3g4 h6f4,2258
qvTbw,6k1/3qPp1p/p5p1/3Q1p2/P4P2/1PR4P/3p2P1/6K1 b - - 0 30,d2d1q d5d1 d7d1 g1h2 d1d7 c3e3,1747
qvkII,r7/4PBkp/pq4p1/1p6/5p1b/P1P4r/Q1R2P2/4RK2 w - - 0 34,e7e8q a8e8 f7e8 h3h1 f1g2 b6b7 f2f3 h1e1,2691
qvt4D,2Q5/8/2k2P2/p1p2KP1/P2p4/8/8/2q3q1 b - - 1 56,c6d5 c8e6,1192
qw0ud,4Rrk1/3P1p2/1p1q2pp/p1p2Q2/8/2P5/6PP/6K1 w - - 0 37,d7d8q d6d8 e8d8 g6f5,1688
qwEGR,8/1r3kp1/2R1B3/3p2B1/3P4/q7/5PK1/1q6 b - - 0 52,f7f8 c6c8,449
qwibZ,7k/1p3R2/2p1B3/8/p5P1/4B1K1/2q4p/8 b - - 0 38,h2h1q e3d4 h8g8 f7f1,2004
qwkXe,4rrk1/pb4pQ/1p6/3p1N2/1qpP1P2/4P1P1/PPK3P1/4q2R b - - 4 31,g8f7 h7g7 f7e6 h1h6 f8f6 h6f6,1974
qx2v4,rn1q3r/1R1B3p/p2Q4/k2pP3/3P4/P6P/2P3PK/q7 b - - 1 25,a1d4 d6b4 d4b4 a3b4,1676
qx80Y,Q7/6pk/4p2p/P3Pp2/3P2n1/5QPK/7P/4q3 w - - 1 46,h3h4 e1d2 f3h1 g4f2,2541
qxJjt,2Q5/4bk2/1pQq1p2/1P2pPpN/4P1P1/1b1N4/r3K3/7R w - - 3 50,e2e3 d6d4 e3f3 d4d3,1545
qxPkf,Q7/6pk/2p4p/2Qp4/2P3P1/7P/R4P1K/2r4q w - - 1 37,h2g3 c1g1 g3h4 g7g5 h4h5 h1h3,1592
qxWfu,2QQ4/5p1k/7p/4P1p1/5K2/6P1/4q3/8 w - - 0 59,f4f5 e2f3,1382
qxi3X,r2qrk2/5Bp1/2p2b2/2Pp1Q1R/1p1P2R1/1Pn1P3/p1KN1P2/8 b - - 0 30,a2a1q h5h8 f8f7 g4g7 f7g7 f5h7,2056
qxxB7,5rk1/p2b2p1/7p/1PpN3q/2PbN3/3B2P1/P3Qp1P/3R3K b - - 1 38,f2f1q d1f1 f8f1 e2f1,1579
qyBIo,8/8/4p3/2rp4/3kqq2/6RP/P5PK/3Q4 b - - 9 52,d4c4 d1a4,2156
qzZHb,2R4k/5Qbp/p6q/8/8/1P4P1/P5KP/4q3 b - - 1 37,g7f8 c8f8 h6f8 f7f8,919
qze4b,1r4k1/4P1p1/1p4Bp/2pR4/2P5/8/pq4PK/8 b - - 0 40,a2a1q d5d8 b8d8 e7d8q,1099
r0ZEr,8/4qqkp/3p4/Q4p2/1P2pN2/4P2P/6PK/8 b - - 4 53,e7c7 a5c7 f7c7 f4e6 g7f6 e6c7,1693
r0juR,4r2k/p4Rb1/2n4p/8/P1P3Q1/5NKP/5PP1/q1q5 b - - 1 29,c6e5 g4g7,740
r15SF,2Q5/1P3ppk/3b1n1p/q2p4/3Np3/4P2P/5PP1/rR4K1 w - - 1 31,b7b8q a5e1 b1e1 a1e1,1330
r1tGi,6k1/5ppp/2p5/1P6/1P2p2K/1B4P1/1P1p1P1P/R1B2q2 b - - 0 27,d2c1q a1a8,1086
r366o,5r2/3qkP2/4p3/1pQ4p/8/6PK/P4R1P/3q4 b - - 3 48,d1d6 c5g5,1039
r4Eat,3r4/1P6/5pk1/7p/4p1pP/P5P1/RQ3P1K/5q2 w - - 1 52,b7b8q f1h3 h2g1 d8d1,1280
r4F1y,r6k/1p3Q1P/q3ppp1/8/3P4/2p1K2R/1qP2P1P/7R b - - 0 35,a6e2 e3e2 b2c2 e2e3 c2d2 e3f3 d2d3 f3g2,2694
r4MQC,5Bk1/2P2ppp/4p3/pQ1p1b2/3P4/P1N2Kb1/1P3n1q/R4R2 w - - 0 26,c7c8q f5g4 f3e3 h2h6,1668
r5JTm,2br4/p4k2/q2B2p1/2pQ3B/q6P/2b1P3/2P2PP1/1R4KR b - - 1 24,c8e6 h5g6 f7g6 d5e6 c3f6 h4h5 g6g7 h5h6 g7g6 h6h7,2545
r5V20,5rk1/1P4q1/4p3/8/3PQ2p/4Pr1p/1R3P1K/5R2 w - - 1 40,b7b8q g7g2,1170
r5bci,8/pkpQR3/p2p4/3n4/8/6Q1/PrPb1PPP/6K1 w - - 1 30,g3d6 b2b1 e7e1 b1e1,815
r5wfM,Q7/2p2ppk/7p/1Q6/P2pP1b1/5q2/5N2/4RK2 w - - 1 43,b5d3 g4h3 f1g1 f3g2,1367
r69uW,6k1/5Ppp/8/7P/8/3q4/5K2/2q5 b - - 0 41,g8h8 f7f8r,441
r6LQF,2rr1Q2/6Q1/p1kb3p/1p2p3/8/P1q4P/2P3PK/2R2R2 w - - 1 32,f8f3 e5e4 h2h1 c3g7,2163
r6W7a,1Q3bk1/2P1pp1p/6p1/P2p4/3P4/4PNP1/q4PKP/1q6 b - - 1 30,b1c2 c7c8q c2c8 b8c8,1053
r6XFo,8/5Pk1/3pR1Q1/p1p3K1/1pP5/1P1P3q/P7/5q2 b - - 1 51,g7f8 g6g8,717
r6oCH,rn3kR1/1b1pnB2/2p1p3/q3N3/3PP3/2P1Q3/3K1P2/qq1N2R1 b - - 2 26,e7g8 g1g8 f8e7 e3g5 e7d6 e5c4 d6c7 g5d8,1747
r7KKo,r1r2bk1/2qb1pp1/4p1Np/3pP2N/6Q1/2P5/p4PPP/5RK1 b - - 1 24,a2a1q h5f6 g7f6 g6e7 g8h7 g4g8,1851
r7NEy,Q7/5p1k/2p4p/3qK1p1/8/Q1P2PPP/R7/3r4 w - - 2 44,e5f6 d5e6,1243
r7pPb,3Q4/6rk/1p6/p3b1p1/4pq1p/Q4p1P/P1P2PP1/3RRBK1 w - - 1 39,f1c4 f4h2 g1f1 h2g2,799
r7pVd,2R5/1P3ppk/7p/3p4/3Pr2q/3QP2P/1r3PP1/4R1K1 w - - 2 26,b7b8q h4f2 g1h2 f2g2,1047
r7xjn,r4r2/4p1k1/3pBb1p/p2P2pP/P3Q3/2q3B1/2p3P1/4R2K b - - 5 38,c2c1q e4g6 g7h8 g6h6,1172
r8CSe,8/8/6p1/2R2pkp/P7/2Qp1KP1/4p2P/1q6 b - - 8 56,e2e1q h2h4 g5h6 c3h8,1265
r8NFH,r1b5/p1pkqp2/1p1bp3/3p4/3P1Q2/2N1n1QP/PPnKP3/R4B1R w - - 2 21,c3b5 d6f4 g3f4 e7b4,1822
r8RUV,3rk3/Q4p1B/4R3/8/b2r4/7P/Pq3PPK/2q5 b - - 0 34,f7e6 h7g6 e8f8 a7f7,887
r8eUl,6k1/3r1p2/1p5R/2p2Kp1/2P1P3/1P4Q1/P2pqPP1/8 b - - 0 38,d2d1q g3g5 g8f8 h6h8,1382
r8f1F,4k3/5R1R/8/2p3N1/1p1b1PP1/3P1K2/pqP5/8 b - - 2 40,a2a1q f7e7 e8f8 h7f7 f8g8 e7e8,1955
r8i4P,6Q1/1P6/2R5/r4p2/3Pp1p1/5k2/5B1P/6K1 w - - 1 47,b7b8q a5a1 b8b1 a1b1 c6c1 b1c1 f2e1 c1e1,913
r8iuJ,1Q6/P6k/1p4p1/1Bq1P2p/2P1bP2/3r4/6P1/5R1K w - - 1 39,a7a8q d3h3,1133
r9roI,r2Q4/pp2Qpkp/8/6pn/3P4/5pK1/PP5P/R1Bq4 w - - 2 27,g3g4 f3f2 g4g5 a8d8 c1f4 h7h6,2196
rARB8,5k2/8/3N1n1Q/7p/3q3P/5P2/6PK/3q4 b - - 11 48,f8g8 h6g6 g8h8 d6f7,1075
rAWPb,1Q6/2R5/r1R3pp/4qpk1/8/6NP/1P4PK/5q2 w - - 0 47,c6a6 e5g3 h2g3 f1f4,1912
rAjde,8/P3Q3/6p1/2p5/2P5/3kb3/1P2p1PP/7K w - - 1 44,a7a8q e2e1r,720
rAsF4,8/2p2PQ1/3p2p1/4p1kp/p3P3/P3q3/1r4PP/1R5K w - - 0 49,f7f8q b2b1 f8f1 b1f1,1111
rAxAs,3q1rk1/1p2p2p/3pNp1Q/6pP/1bR1P3/r7/5PP1/q4RK1 b - - 1 28,a1f1 g1f1 a3a1 f1e2 f8f7 e6d8,1413
rB0Mc,1Qr3k1/5ppp/p3p3/8/8/1R5P/3r1PPK/q1q5 b - - 1 36,c8b8 b3b8 c1c8 b8c8 d2d8 c8d8,489
rBPUc,Q7/7k/4p1p1/2b1P3/2p1Q3/6Pp/7P/2q2RK1 w - - 3 54,g1h1 c1f1,428
rCSpt,1q6/6pk/1P2Q1bp/6b1/8/6RP/6PK/3q4 b - - 3 45,g5f4 e6g6 h7h8 g6g7,832
rCcM1,4Q3/1prP2pk/p6p/P7/1P1q4/7P/6pK/R4N2 w - - 2 37,d7d8q g2g1q,1455
rCkRW,2k4r/p3rP2/1pn4p/3n2p1/3q4/6P1/PP3Q1P/R1B2RK1 w - - 0 26,f7f8q h8f8 f2d4 f8f1 g1f1 c6d4,1591
rD28V,5Rrk/4Q1pp/3N4/p1p5/8/2q1P2P/q5PK/8 b - - 3 36,g8f8 e7f8 a2g8 d6f7,1108
rD6ep,Q7/2Q2pkp/2p3n1/3p4/8/5p1b/5q1P/3R3K w - - 0 38,c7g3 h3g2 g3g2 f3g2,1083
rDNOF,4Q3/kp1P4/5r2/p1p5/P7/8/1Pq3PP/4R1K1 w - - 2 43,d7d8q c2f2 g1h1 f2f1 e1f1 f6f1,973
rDZGy,7Q/3kb1Q1/p2ppp2/7P/3pP3/3P4/qrrK1P2/1NR4R w - - 0 30,c1c2 b2c2 d2e1 a2b1,1088
rE3A2,2Q2n1k/3P2bp/p7/1p6/4q3/5pP1/5P1P/2B2K2 w - - 2 39,d7d8q e4e2 f1g1 e2e1,1172
rETNC,5r2/p2n1pkP/2p1p3/3q1r2/3PQ3/1Pb2P2/P1P5/1KB3NR w - - 0 28,h7h8q f8h8 e4g4 f5g5 c1g5 h8h1,1271
rEd64,7q/PQ6/3p2k1/2pPp3/4P1Pb/8/1P3pP1/5R1K w - - 2 40,a7a8q h4d8 b7h7 h8h7,1752
rEzvs,2Q5/5ppk/3Q3p/8/p7/P3p2P/5qP1/1b5K w - - 1 34,c8c5 f2f1 h1h2 e3e2,2109
rFKz2,8/P4pk1/3p2p1/2p1b3/8/5q1p/R2R1P2/5QK1 w - - 1 50,a7a8q h3h2,1484
rFYNW,Q7/4bkp1/1p6/1Pp1p1p1/2PpP3/3P1pP1/4KPq1/R1Q5 w - - 0 42,e2d2 g2f2 d2d1 f2e2,1061
rGCC1,1r6/2R2Q1p/5npk/3P4/4P2P/5PP1/1p3qBK/8 b - - 2 41,b2b1q f7g7 h6h5 g7h7 f6h7 c7h7,2060
rGS5M,3rr2k/5Qpp/7q/3p4/8/2P2R1P/PP2p1PK/R7 b - - 2 28,e2e1q a1e1 h6d6 f3g3 d6g3 h2g3,2216
rGV8Z,2QQ4/k4p1p/p1p3p1/n4q2/P7/8/5PPP/1R4K1 w - - 1 38,d8a5 f5b1 a5e1 b1e1,930
rGf3i,Q5rk/8/7b/2pPp3/4Pq2/1P4pQ/2P4K/R5r1 w - - 0 41,h2g1 f4f2 g1h1 g3g2 h3g2 f2g2,1371
rHOJl,8/4Q1kp/5pp1/4p3/3pP3/5P2/4q1PP/3q1NK1 b - - 3 46,g7h6 e7f8 h6g5 h2h4 g5h5 g2g4 h5h4 f8h6,1437
rHRhZ,4r3/5P1k/p6q/1p1p4/8/2P3R1/P1P2QK1/4r3 w - - 1 42,f7e8q h6h1,1046
rHkLT,5k2/1p3P1p/p5P1/3q2P1/8/8/P2p3K/5R2 b - - 2 31,d2d1q g6g7 f8e7 f7f8q e7d7 f1d1,1764
rHp4v,1k4Q1/1p6/1N3p2/p1P5/1b6/7P/3r1qP1/4q1RK b - - 1 41,b8a7 g8a8,1280
rI9rC,2q2kR1/8/p4P1p/Pp1bP3/4pP2/4P1QP/7K/2q5 b - - 1 38,d5g8 g3g7 f8e8 g7e7,1361
rIXzE,2Q5/pQ4bk/6p1/3P3p/P7/7B/4pqPP/6RK w - - 0 32,c8d7 f2g1 h1g1 e2e1q,1468
rImE3,8/2QP1ppk/7p/2p1p3/3q4/6bP/6P1/7K w - - 6 52,d7d8q d4a1 d8d1 a1d1,1254
