PuzzleId,Rating,PGN,Solution,FEN,Moves
2fGTZ,1066,1. e4 e5 2. Nf3 Nc6 3. Bc4 Nf6 4. d3 d5 5. exd5 Nxd5 6. O-O Bg4 7. h3 h5 8. hxg4 hxg4 9. Ng5 Nf4 10. Qxg4 f5,Qxf5 Ne2#,r2qkb1r/ppp3p1/2n5/4ppN1/2B2nQ1/3P4/PPP2PP1/RNB2RK1 w kq - 0 11,g4f5 f4e2
2fIKL,2095,1. e4 e6 2. d4 d5 3. e5 c5 4. c3 Qb6 5. Nf3 Nc6 6. a3 Nh6 7. Bd3 cxd4 8. O-O Nf5 9. Bxf5 exf5 10. cxd4 Be6 11. Nc3 h6 12. b4 Be7 13. Qd3 g5 14. Na4 Qd8 15. Bb2 Rc8 16. Rac1 f4 17. Nc5 Bxc5 18. dxc5 Qd7 19. Rfe1 O-O 20. h4 g4 21. Nd4 a6 22. Qd2 Nxd4 23. Bxd4 Kh7 24. Qxf4 Rg8 25. Be3 Rg6 26. h5 Rg5 27. g3 Rxh5 28. Kg2 d4 29. Qxd4 Bd5+ 30. Kf1 Rh1+ 31. Ke2 Bf3+ 32. Kd2 Qxd4+ 33. Bxd4 Rxe1 34. Rxe1 Kg6 35. e6 Rd8 36. e7 Re8 37. Kc3 Bd5 38. a4 Be6 39. c6 Rxe7 40. Bc5 Rc7 41. cxb7 Rxb7 42. Rb1 h5 43. b5 axb5 44. axb5 Kf5 45. Kd4 Rd7+ 46. Kc3 Ke4 47. b6 Rb7 48. Re1+ Kf3 49. Kb4 Rd7 50. Kb5 Bd5 51. Re5 h4 52. gxh4 Kf4 53. Re7 Rxe7 54. Bxe7 f5 55. Bc5 g3 56. Ka6 g2 57. f3 Kxf3 58. b7 Bxb7+ 59. Kxb7 Kg4 60. h5 Kxh5 61. Kc6 Kg4 62. Kd5 f4,Ke5 Kg3 Ke4 f3,8/8/8/2BK4/5pk1/8/6p1/8 w - - 0 63,d5e5 g4g3 e5e4 f4f3
2fLJk,1334,1. e4 e5 2. Nf3 Nc6 3. Bc4 Bc5 4. c3 Nf6 5. d4 exd4 6. cxd4 Bb4+ 7. Bd2 Bxd2+ 8. Nbxd2 O-O 9. O-O Re8 10. Re1 a6 11. Ng5 Re7 12. Qb3 Nxd4 13. Nxf7 Qf8 14. Ng5+ Kh8 15. Qd3 c5 16. Ndf3 Nxf3+ 17. Qxf3 b5 18. Bd5,Nxd5 Qxf8#,r1b2q1k/3pr1pp/p4n2/1ppB2N1/4P3/5Q2/PP3PPP/R3R1K1 b - - 1 18,f6d5 f3f8
2fS5X,545,1. e4 c6 2. d4 d5 3. exd5 cxd5 4. Bd3 Nc6 5. c3 Nf6 6. h3 e6 7. Nf3 Bd6 8. Bg5 O-O 9. O-O b6 10. Nbd2 a5 11. Rc1 h6 12. Bh4 Be7 13. Qe2 Bb7 14. Ne5 Nxe5 15. dxe5 Nd7 16. Bxe7 Qxe7 17. f4 Nc5 18. Bb1 Ba6 19. c4 d4 20. b3 Rad8 21. Ne4 d3 22. Qe3 Nxe4 23. Qxe4,d2 Qh7#,3r1rk1/4qpp1/bp2p2p/p3P3/2P1QP2/1P1p3P/P5P1/1BR2RK1 b - - 0 23,d3d2 e4h7
2fSlX,988,1. d4 Nf6 2. Bg5 c5 3. d5 e5 4. c4 d6 5. Nc3 Be7 6. Bxf6 Bxf6 7. e4 O-O 8. Bd3 a6 9. Nge2 Nd7 10. O-O Bg5 11. f4 exf4 12. Nxf4 Ne5 13. Be2 Bd7 14. b3 Rb8 15. Nd3 Be3+ 16. Kh1 Bd4 17. Nxe5 Bxe5 18. Rc1 Qh4 19. h3 Qg3 20. Kg1 Bxh3 21. Bf3 Bd4+ 22. Kh1 Bd7 23. Qe1 Qg5 24. g3 b5 25. Ne2 Be5 26. Qf2 a5 27. Bg2 a4 28. Nf4 axb3 29. axb3 bxc4 30. Rxc4 Rxb3 31. Ne2 h5 32. Rc2 Rfb8 33. Qxf7+ Kh8 34. Qxd7 h4 35. Qf5 Qh6 36. g4 h3 37. g5 hxg2+,Kxg2 Qh2#,1r5k/6p1/3p3q/2pPbQP1/4P3/1r6/2R1N1p1/5R1K w - - 0 38,h1g2 h6h2
2fe0q,2336,1. e4 c5 2. c3 d5 3. exd5 Qxd5 4. d4 e6 5. Nf3 Nc6 6. Bd3 Nf6 7. O-O Be7 8. Re1 O-O 9. Be3 cxd4 10. cxd4 b6 11. Nc3 Qd7 12. h3 Bb7 13. Ne5 Qd8 14. Qe2 Nb4 15. Bb1 Nbd5 16. Bg5 Rc8 17. Qd3 g6 18. Qg3 Nxc3 19. bxc3 Qd5 20. Bh6 Rfe8,Nxg6 hxg6 Bxg6 Qxg2+ Qxg2 Bxg2,2r1r1k1/pb2bp1p/1p2pnpB/3qN3/3P4/2P3QP/P4PP1/RB2R1K1 w - - 3 21,e5g6 h7g6 b1g6 d5g2 g3g2 b7g2
2fk5c,1672,1. e4 e5 2. d4 exd4 3. c3 dxc3 4. Bc4 c2 5. Qxc2 Nc6 6. Nf3 Bb4+ 7. Nc3 d6 8. O-O Nf6 9. Nd5 O-O 10. Bg5 Bg4 11. Bxf6 gxf6 12. Be2 Bxf3 13. Bxf3 Nd4 14. Qxc7 Nxf3+ 15. gxf3 Ba5 16. Qxb7 f5 17. Kh1 fxe4 18. fxe4 Qh4 19. Rg1+ Kh8 20. Rg3 Qxe4+ 21. f3 Qd4 22. Rag1 Bb6 23. Nxb6 axb6 24. Qe7 Rae8 25. Qg5 Qxb2 26. Qh6,Rg8 Qxh7+ Kxh7 Rh3#,4rr1k/5p1p/1p1p3Q/8/8/5PR1/Pq5P/6RK b - - 1 26,f8g8 h6h7 h8h7 g3h3
2fr4D,1548,1. d4 Nf6 2. g4 Nxg4 3. e4 d6 4. Nc3 Nf6 5. f4 e5 6. Nf3 exd4 7. Qxd4 Nc6 8. Bb5 Bd7 9. Bxc6 Bxc6 10. Be3 Qe7 11. Nd2 Ng4 12. O-O-O Nxe3 13. Qxe3 g6 14. Kb1 Bg7 15. f5 b6 16. Nc4 O-O-O 17. Nd5 Bxd5 18. Rxd5 Rhe8 19. Re1 Qh4 20. a4 Re7 21. Re2 Rde8 22. Qb3 Rxe4 23. Rxe4 Qxe4 24. Rxd6 Qxf5 25. Rc6 Qd7 26. Qb5,Kb8 Rxb6+ axb6 Qxd7 Re1+ Ka2,2k1r3/p1pq1pbp/1pR3p1/1Q6/P1N5/8/1PP4P/1K6 b - - 3 26,c8b8 c6b6 a7b6 b5d7 e8e1 b1a2
2fy01,730,1. d4 d5 2. c4 c6 3. Nf3 Nf6 4. Bf4 e6 5. e3 Bd6 6. Bxd6 Qxd6 7. a3 O-O 8. Nc3 Nbd7 9. Bd3 h6 10. O-O Re8 11. Be2 e5 12. Rc1 e4 13. Nd2 Nf8 14. cxd5 cxd5 15. Nb5 Qb6 16. Nc7 Bd7 17. Nxa8 Rxa8 18. Qb3 Bc6 19. Qxb6 axb6 20. f3 exf3 21. Bxf3 Re8 22. Rfe1 Ne6 23. Nb1 Ng5 24. Nc3 Nxf3+ 25. gxf3 Rd8 26. Re2 Rd6 27. Kf2 Nh5 28. Rd1 f5 29. b4 b5 30. Rg1 Kh7 31. Ke1 Rd8 32. Kd2 Ra8 33. Nb1 Be8 34. Reg2 g6 35. Kc3 Rc8+ 36. Kb2 Rd8 37. Rc2 Bc6 38. Rcg2 Rd6 39. Nc3 f4 40. Re1 g5 41. Rd2 fxe3 42. Rxe3 Nf4 43. Ne2 Ng6 44. Ng3 Rf6 45. Rde2 Bd7 46. Nh5 Rf7 47. Ng3 Nf4 48. Re7 Kg6 49. Rxf7 Kxf7,Re1 Nd3+ Kc3 Nxe1,8/1p1b1k2/7p/1p1p2p1/1P1P1n2/P4PN1/1K2R2P/8 w - - 0 50,e2e1 f4d3 b2c3 d3e1
2gLSq,2092,1. e4 c5 2. Nf3 e6 3. d4 cxd4 4. Nxd4 Nc6 5. Nc3 Qc7 6. g3 a6 7. Bg2 Nf6 8. O-O Nxd4 9. Qxd4 Bc5 10. Qd1 O-O 11. Bg5 Be7 12. Re1 d6 13. Qd2 Bd7 14. Rad1 Bc6 15. a4 Rfd8 16. h4 Rac8 17. Qf4 Qa5 18. Qd2 Qb4 19. Nd5 Nxd5 20. exd5 Qxd2 21. Rxd2 Bxg5 22. hxg5 Bxd5 23. Bxd5 exd5 24. Re7 b5 25. axb5 axb5 26. Rb7 Rb8 27. Rxb8 Rxb8 28. Rxd5 Rb6 29. Kf1 Kf8 30. Ke2 Ke7 31. Kd3 Ke6 32. Rd4 Rc6 33. Rh4 Rc5 34. Rxh7 Rxg5 35. Rh8 Rf5 36. Ke3 Re5+ 37. Kd3 Rd5+ 38. Ke3 Rc5 39. Kd3 Kf5 40. f3 g6 41. Rd8 Ke5 42. Re8+ Kf6 43. Rd8 Ke7 44. Rb8 Rg5 45. g4 Ke6 46. c3 Rd5+ 47. Ke3 Rc5 48. Rb7 f5 49. gxf5+ Kxf5 50. Rd7 Rd5 51. Rg7 Re5+ 52. Kd3 Rd5+ 53. Ke3 Kf6 54. Rb7 Kf5 55. Rf7+ Kg5 56. Rb7 Kh4 57. Kf2 Rd2+ 58. Ke3 Rxb2 59. Rb6 Rb3 60. Kd2 Rb2+ 61. Ke3 Rb3 62. Kd2 Kg3 63. Rxd6 g5 64. Rg6 Kf4 65. Rf6+ Ke5 66. Rg6 Kf5 67. Rd6 Kf4 68. Rf6+ Kg3 69. Rg6 Kxf3 70. Rxg5,Ke4 Kc2 Ra3 Rxb5,8/8/8/1p4R1/8/1rP2k2/3K4/8 b - - 0 70,f3e4 d2c2 b3a3 g5b5
2haeP,2171,1. e4 e5 2. Nf3 Nf6 3. Bc4 Nxe4 4. O-O d5 5. Qe2 dxc4 6. Qxe4 Nc6 7. Nxe5 Qe7 8. Re1 Nxe5 9. Qxe5 Qxe5 10. Rxe5+ Be6 11. d4 cxd3 12. cxd3 O-O-O 13. Nc3 Rxd3 14. Bf4 Bd6 15. Re4 Bxf4 16. Rxf4 Rhd8 17. h3 g6 18. Kf1 h5 19. Ne4 Rd1+ 20. Rxd1 Rxd1+ 21. Ke2 Rb1 22. Ng5 Rxb2+ 23. Ke1 Rxa2 24. Nxe6 fxe6 25. Rf6 a5 26. Rxg6 a4 27. Rxe6 a3 28. Re3 Ra1+ 29. Ke2 a2 30. Ra3 b5 31. Kd2 b4 32. Ra4 b3 33. Kc3 Rc1+ 34. Kb2 Rc2+ 35. Kxb3 Rxf2,Rxa2 Rxa2 Kxa2 h4,2k5/2p5/8/7p/R7/1K5P/p4rP1/8 w - - 0 36,a4a2 f2a2 b3a2 h5h4
2i5aB,2228,1. e4 e5 2. Nf3 f5 3. d4 Nc6 4. d5 Nce7 5. Nc3 d6 6. exf5 Bxf5 7. Bd3 Qd7 8. O-O Nf6 9. Ng5 O-O-O 10. Bxf5 Qxf5 11. Nf7 Ng6 12. Nxd8 Kxd8 13. Nb5 a6 14. Nc3 Be7 15. Be3 h5 16. b4 Ng4 17. Qd2 Nf4 18. Bxf4 exf4 19. Rae1 f3 20. g3 h4 21. Qf4 Qg6 22. Qxf3 Nxh2,Kxh2 hxg3+ Kg2 gxf2+,3k3r/1pp1b1p1/p2p2q1/3P4/1P5p/2N2QP1/P1P2P1n/4RRK1 w - - 0 23,g1h2 h4g3 h2g2 g3f2
2i7gd,1726,1. e4 d5 2. exd5 Qxd5 3. Nc3 Qd8 4. Nf3 e6 5. d4 Nf6 6. Be2 a6 7. O-O h6 8. a3 b5 9. h4 Bd6 10. h5 Nxh5 11. Ne5 Nf6 12. Qd3 Bb7 13. Bf4 Nbd7 14. Ng6 fxg6 15. Qxg6+ Kf8 16. Bxd6+ cxd6 17. Rae1 Qe8 18. Qg3 Qe7 19. f4 Rg8 20. f5 e5 21. Bf3 Bxf3 22. Qxf3 Re8 23. Nd5 Nxd5 24. Qxd5 Qf6 25. Rf3 Nb6 26. Qc6 Nc4 27. Rg3 Nd2 28. Rg6 Qxf5 29. Qxd6+,Re7 Rxe5 Qd7 Qc5,4rkr1/6p1/p2Q2Rp/1p2pq2/3P4/P7/1PPn2P1/4R1K1 b - - 0 29,e8e7 e1e5 f5d7 d6c5
2i9vP,2395,1. c4 Nf6 2. Nc3 e6 3. d4 c5 4. e4 cxd4 5. Qxd4 Nc6 6. Qd1 Bb4 7. Nf3 Nxe4 8. Be3 Bxc3+ 9. bxc3 Qa5 10. Bd2 O-O 11. Bd3 f5 12. O-O Nc5 13. Bg5 d6 14. Nd4 Ne5 15. Nb3 Qxc3 16. Nxc5 dxc5 17. Be2 h6 18. Bf4 Nf7 19. Bd2 Qf6 20. Rc1 e5 21. Bc3 Rd8 22. Qe1 Be6 23. f4 Rd4 24. Bxd4 exd4 25. Bf3 Re8 26. Qa5 b6 27. Qxa7 Re7 28. Qxb6 g5 29. Bd5 Kg7 30. fxg5 Nxg5 31. Bxe6 Rxe6 32. Qc7+ Kg6 33. Qxc5 Ne4 34. Qc8 d3 35. Qg8+ Kh5 36. g4+ Kh4,Rxf5 Qd4+ Kh1 Ng5 Rcf1 Qe4+,6Q1/8/4rq1p/5p2/2P1n1Pk/3p4/P6P/2R2RK1 w - - 1 37,f1f5 f6d4 g1h1 e4g5 c1f1 d4e4
2iAj9,1089,1. Nf3 c5 2. g3 b6 3. Bg2 Bb7 4. O-O Nf6 5. d4 cxd4 6. Qxd4 d6 7. Rd1 a6 8. Nc3 Nbd7 9. Qh4 g6 10. Bh6 Qc7 11. Bxf8 Kxf8 12. Qh6+ Kg8 13. h3 b5 14. a3 Nb6 15. Rd3 Nc4 16. b3 Nb6 17. Rad1 Rc8 18. g4 Nbd7 19. Re3 Nf8 20. Ng5 Bxg2 21. Kxg2 Ne6 22. Rxe6 fxe6 23. Nxe6 Qc6+ 24. Nd5 Kf7 25. Qg7+,Kxe6 Qxe7#,2r4r/4pkQp/p1qpNnp1/1p1N4/6P1/PP5P/2P1PPK1/3R4 b - - 4 25,f7e6 g7e7
2iJ58,803,1. e4 e5 2. Nf3 Nc6 3. Bc4 h6 4. O-O Nf6 5. Bb5 Qe7 6. c3 Nxe4 7. Bxc6 bxc6 8. Re1 d5 9. d3 Ng5,Rxe5 Nxf3+ Qxf3 Qxe5,r1b1kb1r/p1p1qpp1/2p4p/3pp1n1/8/2PP1N2/PP3PPP/RNBQR1K1 w kq - 1 10,e1e5 g5f3 d1f3 e7e5
2iYqq,1151,1. c4 Nf6 2. g3 g6 3. Bg2 Bg7 4. e3 c6 5. Ne2 O-O 6. O-O d6 7. Nbc3 Be6 8. d3 Qc8 9. Nf4 Bd7 10. d4 e5 11. dxe5 dxe5 12. Nd3 Re8 13. Ne4 Bh3 14. Nd6 Qe6 15. Nxe8 Nxe8 16. Nc5 Qc8,Nxb7 Bxg2 Kxg2 Qxb7,rnq1n1k1/pp3pbp/2p3p1/2N1p3/2P5/4P1Pb/PP3PBP/R1BQ1RK1 w - - 2 17,c5b7 h3g2 g1g2 c8b7
2ija2,1913,1. e4 e5 2. Nf3 Nc6 3. Bc4 Bc5 4. c3 Nf6 5. d4 exd4 6. e5 d5 7. Bb5 Nd7 8. cxd4 Bb4+ 9. Bd2 Bxd2+ 10. Qxd2 O-O 11. Nc3 a6 12. Bd3 Nb6 13. Qc2 g6 14. O-O Bg4 15. Be2 Bxf3 16. Bxf3 Nxd4 17. Qd3 Nxf3+ 18. Qxf3 d4 19. Ne4 Nd5 20. Rad1 c6 21. Qh3 Qe7 22. Rxd4,Rad8 Rxd5 cxd5 Nf6+ Qxf6 exf6,r4rk1/1p2qp1p/p1p3p1/3nP3/3RN3/7Q/PP3PPP/5RK1 b - - 0 22,a8d8 d4d5 c6d5 e4f6 e7f6 e5f6
2ikbf,1454,1. e4 c5 2. Nf3 d6 3. d4 cxd4 4. Nxd4 Nf6 5. Nc3 g6 6. f3 Bg7 7. Be3 O-O 8. Qd2 Nc6 9. Bc4 Bd7 10. h4 h5 11. O-O-O Rc8 12. Be2 Kh7 13. Nd5 Nxd5 14. exd5 Nxd4 15. Bxd4 Bf5 16. c3 Qa5 17. a3 Qxd5 18. Bxa7 Qa2 19. Qd5 Rxc3+ 20. bxc3 Qa1+,Kd2 Qxc3#,5r2/Bp2ppbk/3p2p1/3Q1b1p/7P/P1P2P2/4B1P1/q1KR3R w - - 1 21,c1d2 a1c3
2irMH,1068,1. e4 e5 2. Nf3 Nf6 3. Nc3 Nc6 4. g3 Bb4 5. Nd5 Bc5 6. Qe2 O-O 7. Nxf6+ Qxf6 8. Bg2 d6 9. O-O Bg4 10. h3 Bh5 11. g4 Bg6 12. g5 Qxf3 13. Bxf3 Nd4 14. Qd3 f5 15. exf5 Nxf3+ 16. Qxf3 Bxf5 17. Qd5+ Kh8 18. Qxb7 Bxh3 19. d4 exd4 20. Re1 Rab8 21. Qxc7 Rbc8 22. Qe7 d5 23. Qe2 d3 24. cxd3 Rxf2 25. Qxf2 Bxf2+ 26. Kxf2 Rf8+ 27. Kg3 Bf5 28. Bf4 Bxd3 29. Red1 Be4 30. Rd4 h5 31. gxh6 gxh6 32. Bxh6 Rf3+ 33. Kg4 Rf2 34. b3 Kh7 35. Bf4 Kg6 36. a4 Rb2 37. b4 Bf5+ 38. Kh4 Rb3 39. Rg1+ Kf6 40. Rg3 Rb1,Rxd5 Rh1+ Rh3 Rxh3#,8/p7/5k2/3p1b2/PP1R1B1K/6R1/8/1r6 w - - 7 41,d4d5 b1h1 g3h3 h1h3
2it9e,643,1. e4 c5 2. Nf3 Nc6 3. Nc3 e6 4. d4 cxd4 5. Nxd4 Bb4 6. Nxc6 bxc6 7. Bd2 Qc7 8. a3 Ba5 9. Bd3 Nf6 10. O-O h5 11. Bg5 Ng4,h3 Qh2#,r1b1k2r/p1qp1pp1/2p1p3/b5Bp/4P1n1/P1NB4/1PP2PPP/R2Q1RK1 w kq - 2 12,h2h3 c7h2
2jzpY,1479,1. d4 e5 2. Nf3 e4 3. Ng5 d5 4. c4 Bf5 5. Nc3 h6 6. Nh3 c6 7. Nf4 g5 8. Nh5 Qa5 9. Bd2 Qd8 10. cxd5 c5 11. e3 a6 12. dxc5 Bxc5 13. Qa4+ Nd7 14. Nxe4 b5 15. Bxb5 axb5 16. Qxb5 Bxe4 17. Ng7+ Kf8 18. Bc3 Ne7 19. Ne6+ fxe6 20. dxe6 Bc6 21. Qc4 Bd5 22. Qg4 Rg8 23. exd7 Ra7 24. Qh5 Nf5 25. Qg4 Nh4 26. O-O-O Rxd7 27. e4 h5 28. Qxh5 Bxe4 29. Rxd7 Qxd7 30. Qh6+ Ke8 31. Rd1,Nf5 Qh5+ Qf7 Rd8+ Kxd8 Qxf7,4k1r1/3q4/7Q/2b3p1/4b2n/2B5/PP3PPP/2KR4 b - - 3 31,h4f5 h6h5 d7f7 d1d8 e8d8 h5f7
2k0Wg,1589,1. e4 c5 2. Nc3 e6 3. f4 d5 4. Bb5+ Nc6 5. d3 dxe4 6. Bxc6+ bxc6 7. Nxe4 Nf6 8. Nxf6+ Qxf6 9. Nf3 Bd6 10. g3 O-O 11. O-O Rb8 12. c3 a5 13. Qa4 Ba6 14. Rd1 Rfd8 15. d4 cxd4 16. Qxd4 Qe7 17. Qe4 f5 18. Qc2 Bc5+ 19. Kg2 Rxd1 20. Qxd1 Rd8 21. Qc2 Bd3 22. Qa4 Be4 23. b4 Rd3 24. bxc5 Rxf3 25. Kg1 Qxc5+ 26. Qd4 Qb5 27. Ba3 Rd3 28. Qa7 Rxc3 29. Qa8+ Kf7 30. Qf8+ Kg6 31. Qe8+ Kh6 32. Qe7,Qd5 Qg5#,8/4Q1pp/2p1p2k/pq3p2/4bP2/B1r3P1/P6P/R5K1 b - - 7 32,b5d5 e7g5
2k66z,950,1. e4 c6 2. Bc4 d5 3. exd5 cxd5 4. Bb3 Nf6 5. d4 Bf5 6. Nf3 e6 7. h3 Nc6 8. O-O Bd6 9. Bg5 Be7 10. Ne5 Nxe5 11. dxe5 Nd7 12. Bxe7 Qxe7 13. f4 O-O 14. c3 Qc5+ 15. Kh1 Nb6 16. Bc2 Bxc2 17. Qxc2 Nc4 18. Rf3 Qb6 19. b3 Ne3 20. Qd3 Nf5 21. Nd2 Rfd8 22. Rg1 Rac8 23. g4 Nh4 24. Rfg3 d4 25. c4 Qc6+ 26. Kh2 a6 27. Nf3 Nxf3+ 28. Rxf3 b5 29. f5 bxc4 30. bxc4 exf5 31. Qxf5 Qe6 32. Qxe6 fxe6 33. Rc1 d3 34. Rd1 Rxc4 35. Rfxd3 Rc2+ 36. Kg3 Rxd3+ 37. Rxd3 Rxa2 38. Rd6 Kf7 39. Rd7+ Kf8 40. Rd6 Ke7 41. Rb6 h6 42. Rb7+ Kf8 43. Rb6 Ra3+ 44. Kh4 Kf7 45. Rb7+ Kg8 46. Rb6 Kh7,Rxe6 g5+ Kh5 Rxh3#,8/6pk/pR2p2p/4P3/6PK/r6P/8/8 w - - 10 47,b6e6 g7g5 h4h5 a3h3
2k7ZQ,841,1. d4 d5 2. c4 e6 3. Nf3 f5 4. cxd5 exd5 5. Bf4 Nf6 6. h3 c6 7. e3 Bd6 8. Bxd6 Qxd6 9. Nc3 Qb4 10. Qc2 Ne4 11. Bd3 Nd7 12. a3 Qa5 13. b4 Qd8 14. b5 Nb8 15. Bxe4 fxe4 16. Ne5 O-O 17. O-O Qg5 18. Kh2 Rf6 19. Rab1 Nd7 20. bxc6 bxc6 21. Nxd7 Bxd7 22. Ne2 Raf8 23. Nf4 Rxf4 24. exf4 Qxf4+ 25. Kh1 Qh4 26. Qe2 Bxh3 27. gxh3 Qxh3+ 28. Kg1 Rf3 29. Rb8+ Kf7 30. Rfb1 e3 31. R1b7+ Kg6 32. Qc2+ Kh6 33. Qxc6+ g6 34. Rxh7+ Kxh7 35. Qb7+ Kh6 36. Rh8+ Kg5 37. Rxh3 Rxh3 38. Qxd5+ Kh6 39. fxe3 Rxe3 40. Qh1+ Kg7 41. Qb7+ Kf6 42. d5 Ke5 43. Qe7+ Kf4 44. Qxe3+ Kxe3 45. d6 Kd4 46. d7 Kc4 47. d8=Q Kb5 48. Qd5+ Ka4 49. Qd3 a5 50. Kf2 g5 51. Ke2 g4 52. Kd2 g3 53. Kc2 g2 54. Kb2,g1=Q Qb3#,8/8/8/p7/k7/P2Q4/1K4p1/8 b - - 1 54,g2g1q d3b3
2kIlO,1139,1. e4 c5 2. Nf3 Nc6 3. d4 cxd4 4. Nxd4 e5 5. Nb5 a6 6. Nd6+ Bxd6 7. Qxd6 Qf6 8. Qc7 Nge7 9. Nc3 O-O 10. Be3 Nd4 11. O-O-O d5 12. Bxd4 exd4 13. Nxd5 Nxd5 14. exd5 Bf5 15. Bd3 Bxd3 16. Rxd3 Qxf2 17. Rd2 Qe3 18. d6 Rac8 19. Qe7 Rcd8 20. Re1 Qf4 21. d7 h6 22. Kd1 Qg4+ 23. Ree2 Rxd7 24. Qe4 Qg5,Rxd4 Rxd4+ Qxd4 Rd8 Qxd8+ Qxd8+,5rk1/1p1r1pp1/p6p/6q1/3pQ3/8/PPPRR1PP/3K4 w - - 2 25,d2d4 d7d4 e4d4 f8d8 d4d8 g5d8
2kPy8,1404,1. e4 c5 2. Nf3 g6 3. d4 cxd4 4. Nxd4 Bg7 5. Nc3 Nc6 6. Be3 Nf6 7. Nxc6 dxc6 8. Qxd8+ Kxd8 9. O-O-O+ Ke8 10. Be2 Ng4 11. Bxg4 Bxg4 12. f3 Be6 13. Bd4 Bxd4 14. Rxd4 Rd8 15. Rxd8+ Kxd8 16. Na4 Kc7 17. Nc5 Bc8 18. Rd1 b6 19. Nd3 f6 20. f4 Rd8 21. Rf1 Ba6 22. Rf3 Bxd3 23. cxd3 Kd6 24. Kd2 Kc5 25. Kc3 a5 26. a3 a4 27. Rh3 h5 28. Rg3 Rg8 29. f5 g5 30. h4 g4 31. d4+ Kb5 32. Re3 Rd8 33. e5 Rd5 34. g3 c5 35. dxc5 Kxc5 36. exf6 exf6 37. Re7 Rxf5 38. Rc7+ Kb5 39. Kd4 Rf3 40. Rh7 Rxg3 41. Rxh5+ Ka6 42. Rf5 Rh3 43. Rxf6 g3,Rf4 g2 Rg4 Rxh4 Rxh4 g1=Q+,8/8/kp3R2/8/p2K3P/P5pr/1P6/8 w - - 0 44,f6f4 g3g2 f4g4 h3h4 g4h4 g2g1q
2kj5U,1610,1. e4 e6 2. d4 d6 3. Nf3 Be7 4. Bc4 Nd7 5. Nc3 c6 6. O-O g5 7. g3 g4 8. Ne1 h5 9. Ne2 e5 10. dxe5 Nxe5 11. Bb3 a5 12. c3 b5 13. Bf4 Bf6 14. Nd4 Qc7 15. Bxe5 Bxe5 16. Nd3 a4 17. Bc2 Nf6 18. Nxe5 dxe5 19. Nf5 Bxf5 20. exf5 h4 21. Re1 hxg3 22. fxg3 Qb6+ 23. Kg2 Qc5 24. Qe2 O-O-O 25. Rad1 Rdf8,Qxe5 Rxh2+ Kxh2 Qf2+ Kh1 Rh8#,2k2r1r/5p2/2p2n2/1pq1pP2/p5p1/2P3P1/PPB1Q1KP/3RR3 w - - 7 26,e2e5 h8h2 g2h2 c5f2 h2h1 f8h8
2kxwQ,1914,1. Nf3 f5 2. d4 Nf6 3. g3 g6 4. Bg2 Bg7 5. O-O O-O 6. Re1 d6 7. c3 Nc6 8. Nbd2 e5 9. e4 f4 10. d5 Ne7 11. gxf4 exf4 12. Nb3 Nh5 13. e5 dxe5 14. c4 Qd6 15. Nbd2 Bg4 16. Ne4 Qd7 17. b3 Nf5 18. Ba3 Rfe8 19. Nc5 Qc8 20. Ne6 Nh4 21. Nxg7 Nxg7 22. Qd3 Nxg2 23. Kxg2 Bf5 24. Qc3 e4 25. Nh4 Bh3+ 26. Qxh3 Qd8 27. Kg1 Re5 28. Bb2 Rg5+ 29. Ng2 f3 30. Bxg7 Rxg2+ 31. Kf1 Kxg7 32. Rxe4 Qf6 33. Rae1 h5 34. Re7+ Kh6 35. R7e6,Qb2 Qxf3 Qxf2+ Qxf2 Rxf2+ Kxf2,r7/ppp5/4Rqpk/3P3p/2P5/1P3p1Q/P4PrP/4RK2 b - - 3 35,f6b2 h3f3 b2f2 f3f2 g2f2 f1f2
2kyVo,1167,1. e4 c5 2. Nf3 e6 3. d4 cxd4 4. Nxd4 Nf6 5. Nc3 Nc6 6. Be2 a6 7. O-O Bd6 8. f4 e5 9. Nf5 Bf8 10. Nd6+ Bxd6 11. Qxd6 Qe7 12. Qxe7+ Kxe7 13. fxe5 Nxe5 14. Bf4 d6 15. Rad1 Be6 16. a3 Rad8 17. b3 Rc8 18. Bxe5 dxe5 19. Nd5+ Nxd5 20. exd5 Bd7 21. c4 f6 22. Bf3 Kd6 23. Be4 Rc5 24. Rc1 Rc7 25. b4 b6 26. Rf2 f5 27. Bxf5 Bxf5 28. Rxf5 Rhc8 29. Re1 Rxc4 30. Rfxe5 Rc1,Rxc1 Rxc1+ Kf2 Kxe5,2r5/6pp/pp1k4/3PR3/1P6/P7/6PP/2r1R1K1 w - - 1 31,e1c1 c8c1 g1f2 d6e5
