FEN,Moves
2N2k2/1N5R/1N6/8/N7/7N/8/4RKR1,b6d7 
1N3RKR/2N5/5N2/N2N4/1NN5/4N3/R7/2NN2k1,c1e2 
7N/6NN/2N3N1/1N6/R7/N5k1/R7/3NNRKR,g7f5 g7h5 
1RK5/6NN/8/R7/2k1N3/R7/7N/2NR4,e4d2 e4d6 
1RN3N1/N1N1N2N/2N5/5N1R/k2N1N2/N6R/8/K4N2,c8b6 
4Nk2/RN6/2N4N/8/N6N/5NN1/1N6/NNN1RKRN,h4g6 
5N2/R2N4/NNNkN1N1/R6N/5NN1/7N/4N2N/NNRKR3,b6c4 b6c8 
KN1N3N/1N3N2/N1N5/5N2/1N5R/k4N2/6NR/1RN3N1,b4c2 
3N3N/5NNR/NkN3N1/7R/3N1NNN/5N2/2N5/RKR1N3,f4d5 
R1R5/3N4/5N1R/1k2NN1N/7R/4N3/1N6/1K4NN,f5d4 f5d6 
NR1R4/4N3/R7/2kN4/1N5R/8/6NN/2K4N,b4d3 b4a6 
3NRKRN/3N2N1/4N3/8/8/N1NN3N/R4N2/N1NNNk2,d1e3 
3N3k/R7/2N1NN2/1NNN4/6N1/N1N4N/1N6/N5RK,d8f7 
N5N1/5N2/R7/1Nk5/7R/N3N1N1/7N/1RKR4,g3e4 
3N2kN/RN1N4/1N2N3/8/N7/4N3/N7/5RKR,d7f6 
R7/N3k3/7R/6N1/4N3/8/5NN1/2NRKR2,a7c6 a7c8 
1RK5/R6N/1Nk5/R1N2N2/N7/8/8/1NNR4,f5d4 f5e7 
N1NRN3/1N4N1/R7/2N1k3/4N2R/6NN/2N5/3NKR1N,c5d3 c5d7 
NN1N2KN/NNN2N2/N1N3N1/3N4/R4N2/6kN/R7/N4R1R,f4e2 f4h5 
3KR3/1N6/7R/3kN3/7R/5N2/N4N1N/2R3N1,a2c3 a2b4 
1NRKR1N1/5N2/6N1/1N5N/1N6/7R/NN1kN1N1/R7,b2c4 
N3KRN1/6N1/7R/1NNNk3/N3N2R/1N6/N1N5/N2R1N1N,c5d3 c5d7 
N1N1RK2/N4N2/N7/R7/1N2Nk2/1N3N1R/8/N2N2R1,b4d3 b4d5 
2KR4/7R/2k5/1N5R/8/8/6N1/1R2NN2,b5d4 b5a7 
5NRK/4N3/NNNN1N2/3NN3/2N5/5N2/R1N4N/4NN1k,f1g3 
1K4N1/8/7R/1kNN4/1N5R/8/8/R1R5,d5c3 d5c7 
KR4N1/N3N1N1/7N/N6R/k6N/7R/2N5/N1NN1N2,d1b2 d1c3 
3NRK2/5NNR/5k2/1N5R/8/N2N4/1N6/3N2RN,g7h5 g7e8 
NN5R/1k5N/N5NR/3N4/1N3NN1/7N/5N2/RKRN2N1,a6c5 
N1NNRKRN/2N5/2NN4/2N5/8/1N6/7R/N1N2k2,b3d2 
2R5/2N4R/3kN3/7R/8/3N4/8/3KR3,c7b5 c7e8 
N1KR4/R7/2kNNN2/6NR/N3N3/N1N1N3/8/1RN5,e6d4 e6d8 
6R1/5N2/3N4/7N/RN6/5kN1/R7/3NRK2,f7e5 f7g5 
N4N1R/2N2kN1/7R/7N/1NN5/NN4N1/NN3N2/4RKR1,c4e5 c4d6 
1NN1RKR1/N7/NN2N2N/N7/N5N1/3N4/7R/5k2,g4h2 g4e3 
1N2KR2/7R/4kN2/7R/8/8/4N2N/N2R4,e2d4 e2f4 
7N/7N/2N3N1/N5NR/k5N1/3NNN1R/2N5/KR4N1,d3b2 d3c5 
1K2N3/N5N1/8/1N5R/1k5N/7R/8/RNR2N2,a7c6 
R2NN3/2Nk4/3N3R/5N2/8/8/1N4N1/NNRKR3,e8f6 
2R4N/3N3N/5N2/R6N/2NkNN2/7R/5N2/1N1KR2N,f4e2 f4e6 
1RK5/8/R5N1/N1k5/R7/N4N2/7N/3R1N2,a5b3 a5b7 
2RKR3/5N2/1N3N2/R2N2N1/3k4/7R/8/1N5N,g5f3 g5e6 
3N2NN/4N3/1N6/8/R7/6Nk/R3N3/2N2NRK,e2g1 e2f4 
2N2K2/N4N2/3N4/RN3N2/2N2kN1/N1N4R/N7/1N1NR1R1,c3e2 c3d5 
1N6/4N1N1/8/8/R7/N1N1NN1k/R7/6RK,f3g1 f3g5 
1K6/7R/Nk6/2N4R/8/5N2/6N1/R1R5,c5a4 c5d7 
N1NNK3/7N/R7/1N2k3/N6R/1N5N/N3N1N1/3R1R2,d8c6 d8f7 
N3NK2/NN1N1N2/N2N4/R4N2/3NNk2/RN3N2/3N3N/4R1R1,d4e2 d4e6 
N5KR/1N2N3/RN4N1/6k1/R5N1/NN1N4/N1N1N3/3N1RN1,g1f3 g1h3 
3N2RK/N7/N1N2N2/N4N1N/R6N/2N1N2k/R6N/N4N2,h5f4 
NN1NN1RK/1N1N4/8/1N4N1/1N3N2/R7/4N2k/R6N,g5f3 
1N1KR3/1N6/R7/2Nk4/3N3R/8/7N/2RNN1N1,d1c3 d1e3 
2K1NN1N/R7/2k5/R1N5/N7/NN2N3/7N/1RNR3N,b3d4 b3a5 
3RKR1N/N2N4/1NN5/7R/1N2kN1N/R7/1NN3NN/N3N1N1,d7c5 d7f6 
N4KNN/N1NN4/N4N1R/N1N2k2/7R/2N5/1N1N1N2/N3R1R1,g8h6 g8e7 
1KR1N3/1N1N4/3NN1NN/1N2NN1R/1kN4N/1N5R/8/RN3N2,e5d3 e5c6 
3KR3/R6N/NN1k2N1/R7/6N1/5N2/6NN/N1R5,b6c4 b6c8 
3k4/3N3R/5NNN/8/N5N1/4NN2/1N2NN2/1NRKR3,h6f7 
1N1N1RKR/R7/N5k1/R2N2N1/4N3/6N1/1NN2N2/N1N2N2,d5f4 d5e7 
2N1K3/8/N7/8/7R/4k3/R2N4/3R1R2,d2f1 d2c4 
2RKR3/1NN5/4N1N1/1N1N4/1N3N1N/7R/N1NkN1N1/7R,h4f3 
1N2K2N/7R/4k2N/N3N2R/1NN3N1/2N1N2N/N6N/3R1RNN,h3f4 h3g5 
1N2N3/2N5/R7/2N1NkN1/5N1R/8/1N6/4RKR1,e8d6 e8g7 
RK4N1/6N1/1N5R/NkN5/5NNR/3N1NN1/6NN/2R2N1N,f3d4 
1RKR4/4N1N1/8/N7/8/R7/2k3N1/7R,g2e1 g2e3 
2RKR3/2N5/2N2N2/2N3N1/1N3N1N/1N3N2/2NN3R/3kN1N1,c2e3 
4RKR1/7R/5k2/R7/3N4/2NN4/8/2N1N3,c3e4 c3d5 
2NKR3/1N6/6N1/R7/N2kNN2/R7/1N6/2R2N1N,f4e2 f4e6 
N1NNR3/7R/N4k2/RN6/3N4/5N1N/1NNNN3/4NKRN,d2e4 
8/2N5/8/8/7R/k5N1/7R/KR4N1,c7b5 
2RKR2N/8/8/1NN5/8/7R/3k4/7R,c5b3 c5e4 
3RKR2/N5N1/8/N6R/3Nk2N/7R/1N5N/7N,h1f2 h1g3 
NR1N1NNN/7N/6N1/2N4N/R1N3NN/2k2N2/2N3NR/2KR4,c5a4 c5e4 
1NKRN2N/3N4/N6N/N3N3/RN4NN/2k5/7R/1R6,b4a2 b4d5 
NN2RKR1/3N3N/R7/5k2/RN3N2/N2N4/5N2/N4N2,f1e3 f1g3 
R1R4N/1N1N1NN1/6N1/7R/1k4N1/7R/4N1N1/NK5N,a1c2 
KR4N1/N3N2R/k7/N6R/7N/7N/2N1N1N1/NN1N4,c2b4 
2NN1RK1/6N1/8/R7/3N2k1/R7/8/2NN2NR,d1f2 d1e3 
1NNR1R1N/N4N1N/N1N4N/1NN5/7R/1N2k3/R7/1N2K1NN,h6g4 h6f5 
1N3K2/7N/8/2N4R/N4k2/7R/8/1N2R1RN,c5d3 c5e6 
2RKR1NN/3N3N/8/2N5/8/7R/N2k4/7R,c5b3 c5e4 
4KR1N/N1N1N3/2N4N/R3NN2/3NkN2/7R/8/2NRN3,f5g3 f5d6 
8/8/R7/3k4/R2N3N/NN1N4/5N2/2RKR3,d3b4 d3f4 
NNNR4/8/1NN3N1/N6R/1N1NkN2/R7/1NN3NN/2N1KR2,c8d6 
2NN1NNN/N3N3/4N2N/NN4N1/7R/N2k4/7R/2RKRNN1,e6f4 e6c5 
N1NK4/1N5N/NN3N2/R1N4N/2NkN1N1/7R/6N1/1NR1RN2,c5b3 c5e6 
R7/3k4/7R/8/N7/8/6N1/N1RKR3,a4c5 a4b6 
K2N4/NN6/8/3N4/7R/k7/5N1R/1RN5,a7b5 
5N2/1N6/5N2/2N3N1/4N1NR/k2N1N2/NN3NNR/KR6,b2c4 
N2kN3/7R/N4N2/8/3N2NN/3N1N1N/3NN3/1NRKR1N1,d4c6 d4e6 
4N1K1/R1N5/6k1/R5N1/8/1NNN4/8/5RNR,d3f4 d3e5 
5R2/N7/7N/R7/4k3/3N3R/8/3RK3,d3f2 d3c5 
5kN1/R4N2/5N2/N7/2N5/1N3N2/1N6/4RKR1,f6d7 f6h7 
5KR1/N6R/5kN1/R4N2/3N1N2/5N2/NN6/2NNR2N,f4d5 f4h5 
4N3/8/5N2/8/R7/3NkN2/7R/3RKR2,f6g4 f6d5 
2NR1RN1/N3N2R/4k2N/5N1R/1NN3N1/2N5/3N1N1N/4K3,f5d4 f5g7 
3RN3/N3N1NN/4N2N/R1N5/2k2N2/2N3NR/4NN2/1RK1N2N,e8d6 
N5K1/RN6/6k1/R1N5/N3N3/1N2N2N/2N5/5RNR,h3f4 
N3NR2/2NN3N/2N1N3/8/R3N3/1N1Nk3/4N2R/2NRK3,c7d5 
1N6/7N/8/8/R4N2/3Nk3/7R/2NRKR2,f4g2 f4d5 
3R2N1/R7/1N2kN1N/NN5R/1N4NN/N3N3/NN6/N2NKR2,b5d4 b5c7 
3R1R2/N1N1N3/N1N5/N6R/4k3/7R/2N5/4K3,a6c5 
3NN2N/1N4N1/R2N3N/N2k4/3N3R/6N1/1N5N/N1RKR1NN,e8f6 e8c7 
NN1RKRN1/8/8/8/N1N1N3/2N1N3/7R/3Nk2N,e3c2 e3g2 
2R3NN/8/3N3R/3kN1N1/3N3R/5N2/1N5N/N2KR2N,g8f6 g8e7 
6KR/R6N/1N4k1/R7/8/8/3N4/5R2,h7f8 
N3K3/7R/4k3/R7/7N/N1N5/8/3RNR2,a8c7 
5k2/7R/2N5/2N5/8/8/8/2N1RKR1,c5e6 c5d7 
N1NRKRN1/N5NN/7R/4k2N/N6R/2N5/6N1/1N3N2,a7c6 
1N4RK/6N1/5N2/R7/N1N4k/R2N4/NN3N2/N1N5,g7f5 
2NRKR2/2NN4/3N4/8/1NN5/N6R/2N1kN1N/R3N3,c2d4 
1N1R4/7R/4k3/R7/8/8/3NN3/N3KR2,e2d4 e2f4 
RK1N4/1N3N1R/1k4NN/6NR/3N2NN/2NN4/2N5/2R1NN1N,c3a4 c3d5 
N3N1R1/2N5/8/5N2/R7/N6k/R7/3N3K,d1f2 
6N1/1N2N3/7N/R7/5k2/7R/N7/4RKR1,e7d5 e7g6 
4RK1N/R4N2/5k2/R7/N2N1N2/3N4/2N5/4N1RN,f4d5 f4h5 
RNRN4/1N3NNR/1k2N3/1N5R/8/1N1N4/2N2NNN/1KN5,b8d7 
8/5N2/7N/N4N1R/3N1kN1/R7/7N/1N2RKR1,d4e2 d4e6 
1R5N/8/2N4N/5N2/7R/1NkN1NN1/7R/2KR4,g3e2 g3e4 
4K3/N6R/4k3/4N2R/N6N/8/8/3R1R2,a4c5 
3NN2N/5NN1/5N2/5N2/R7/2k5/2N4R/1RKRN2N,f6e4 f6d5 
8/7R/2NN1k2/R7/N7/3N4/N7/NN1NRKR1,d6e4 d6e8 
3N2K1/8/8/8/R2N4/6k1/RN6/4NR1R,d4e2 d4f5 
N3RKR1/8/8/2N5/8/3N4/7R/1N3k2,b1d2 
4KR2/1N1N4/8/4N1NN/R3N3/4k3/R7/3R4,e5c4 e5g4 
2R1RN1N/2N3NN/3N4/NN6/R2N4/3k2N1/R2N4/3K3N,h1f2 
3KRN2/N5N1/3N3R/3kN3/R5N1/6N1/5N2/N1R5,g4e3 g4f6 
1NN1RKR1/N1N5/N3N3/N7/1N1N4/N6R/N1N2k2/R4N2,b4d3 
2RKR1N1/8/1NN5/N5N1/3N3R/3k4/7R/5N2,c6b4 c6e5 
1NR5/N7/7N/8/3N3R/1N1k4/7R/N2KR3,b3c1 b3c5 
8/8/8/R5N1/1Nk5/3N2NR/N3N3/1RKR3N,d3b2 d3e5 
4K3/R7/4kN1N/7R/NN6/N7/8/1NNRNR2,a4c5 
N3R3/2NN3N/R3NN2/2N1Nk2/7R/8/3N4/N1N2KR1,e6d4 e6g7 
2RKR3/R2N4/2NkN1NN/7R/6N1/8/8/5NNN,h6f5 h6f7 
N4R1R/6N1/NN2N3/R2N4/1N4k1/R7/8/1NN1N1K1,d5e3 d5f6 
6Nk/R7/1NN2N2/7N/3N1NN1/1N6/NN1N3N/6RK,f4g6 
R7/2kN4/2N2N1R/8/4N1N1/8/N7/1RKR4,f6d5 f6e8 
N2R3N/N7/1N4N1/R2N4/1N2k2N/R3N3/6N1/N3KRN1,d5c3 d5f6 
1N4R1/1N1N4/8/R7/7k/R3N3/5N2/NN3N1K,e3g2 e3f5 
2R5/7R/1kN4N/7R/8/N2N2NN/7N/RKN2N2,a3c4 
RKR4N/1N5R/1k6/7R/4N3/4N3/8/5N2,e3c4 e3d5 
2NR4/N7/4N3/2N5/R3N3/2N1k2N/R3N3/1N2KR2,c3d1 c3d5 
N2RKR2/N4N2/N1N5/1N3N2/2N1N3/1N4N1/7R/N3k3,a1c2 
4R1RN/N7/R7/5kN1/R7/8/8/5K1N,h1g3 
3NNKN1/N7/5N1N/8/R7/NN3k2/N6R/N1N1R1RN,b3d2 b3d4 
NN6/8/N3N1N1/1NN5/R4N2/4k3/7R/1N1RKR1N,f4g2 f4d5 
NRKR4/4N3/8/8/NN6/N7/2N4R/2k2N2,b4a2 b4d3 
4R3/8/1N3NN1/7R/3kN3/R1N5/6N1/2RK4,c3e2 c3b5 
N1NRKN2/1N4N1/N3N3/1NN5/7R/3NkN2/R7/1N3RNN,g7f5 
1N2N1R1/5N2/N4N2/R2N4/N1N4k/RN4N1/5N2/5N1K,g3f5 
K7/2N5/3N3R/k7/7R/8/8/1R1N4,d6c4 d6b7 
3N1NRK/NN3N2/4NN1N/2N5/N5N1/4NN2/R1N5/6Nk,g4f2 
NR6/4NN2/6NR/2kN4/RN5N/N7/2N5/2KR1NN1,b4d3 b4a6 
3Nk3/R3N3/4N3/8/7N/6N1/2N1N3/3RKR1N,e6c7 e6g7 
K7/3N1N2/8/7R/k7/7R/2NN4/1R6,d7c5 d7b6 
8/1N4N1/4N3/R5N1/1Nk5/R7/N7/1RKR4,b7a5 b7d6 
3NNRKN/N1NN1N1N/8/NN6/R7/1N2N1k1/R7/3NN2R,e3f1 e3f5 
k2N2N1/1N5R/2N5/N2N1N2/5N1N/8/8/KR1N4,d5b6 d5c7 
6R1/2N4N/N4N2/R1N4N/7k/R7/1NN5/NN2N2K,e1g2 e1f3 
3R1RN1/7N/NN5R/1N1NkN2/R7/2N4N/N5N1/N3KN2,b6c4 b6d7 
N2RKR2/NN1N1N2/NN3N2/3N4/6N1/NNN3N1/R7/4k3,a3c2 
4RNR1/8/4N3/2N5/7R/5k2/7R/5K1N,e6d4 e6g5 
3R4/6N1/1N4NN/R7/1N2k2N/R7/2N3N1/1NN1KRN1,b1d2 b1c3 
5KR1/3N3N/2N5/1N5R/2N1Nk2/1N2N2R/3N4/4R3,e3g2 e3d5 
1RK1N1NN/3N3N/N1N1N1N1/8/2N4R/2k5/RNN5/3RN3,b2d1 b2a4 
NN3RN1/1N6/R7/3N2k1/R2N4/N2NN3/2N5/6KR,d4f3 d4e6 
R6N/NNNkN1N1/3N3R/1N3N2/5N2/6NN/5NN1/2RKR2N,b7c5 
2RK4/R7/3k4/N6R/5N2/8/6N1/4R3,a5c4 a5b7 
2N2RK1/RN6/1N3Nk1/R7/8/4N1N1/8/4N2R,c8e7 
NN1R2N1/2N5/6NN/R7/1N2k3/7R/6N1/N3KR2,g8f6 
1N3N1N/6N1/4N3/7R/2k4N/R7/N5NN/1RKR2N1,g2e3 
2RK3N/4N3/5N1N/6N1/R1N5/3k2N1/7R/4R1N1,c4b2 c4e5 
4R1N1/7N/1N6/7R/3k4/3N3R/1N4N1/2RKNN2,e1c2 e1f3 
N2N3N/1N6/R7/3k4/3N3R/5N2/3N4/2RKR1N1,a8b6 a8c7 
3NR1RN/R7/5k2/N6R/8/8/7N/5K2,h2g4 
1R6/NN6/8/8/7R/k4N1N/4N2R/K1N3N1,a7b5 
N1N1RKR1/1NN5/8/1N1N4/N1N5/R7/1N3k2/1N3N1R,b2d1 b2d3 
N4RKR/8/R7/3N2k1/R7/4N3/2N4N/8,h2f3 
3KR3/N7/4N2R/3kN1N1/3N3R/N7/1N5N/2R1N1N1,e6f4 e6c7 
1NRKR3/N7/1N5N/6N1/7R/2Nk4/R2NN3/N7,e2c1 e2f4 
6K1/8/1N3NN1/1N1N4/R7/6k1/R7/1N3R1R,f6e4 f6h5 
6R1/R7/5k2/R3N3/8/8/N1N5/4RK2,e5g4 e5d7 
2R1R1N1/3N1N2/N5N1/R5N1/2Nk4/R7/8/3K1N1N,g5f3 g5e6 
1KRN4/5N1R/1k1NN2N/7R/4N1N1/3N2N1/5NNN/RNN1N3,d6c4 d6c8 
N1NK3N/3N4/N7/7R/3k2N1/3N3R/8/NNR1RN2,a1c2 a1b3 
1NNRK1N1/7R/4k2N/R3NN2/1N6/N1N5/1N1N1N2/N4RN1,f5d4 f5g7 
N1KRN3/6NR/N1kN3N/R7/N7/N3N3/5NNN/NRNN4,a6b4 a6b8 
6RK/7N/8/8/8/5N2/R7/5N1k,f1g3 
4KR1N/8/8/N3N2R/4k1NN/4N2R/2N4N/N1NRN3,g4f2 g4f6 
RK5N/4N3/1N5R/1k1NN3/7R/7N/6NN/2R5,d5c3 d5c7 
2RKR3/6NN/6N1/8/8/N4N2/R1N5/3k4,c2e3 
2NNRKR1/1N3N1R/5k2/R7/3N4/2N5/2N1N3/4N1N1,c3e4 c3d5 
N2KR3/8/8/3N4/7R/3k4/R7/N1R5,d5b4 d5f4 
7R/3Nk2N/R3N3/1NN5/2N3N1/2NN4/3NN2N/1NNRKR2,c3d5 
NRK1N1NN/4N2N/2N4R/NNkN3N/R5NN/5N2/6N1/3R4,a5b3 a5b7 
6R1/8/7R/5kN1/R7/1N1N4/1N5N/4RKN1,b3d4 
4RKR1/2N1N3/NN3N2/NN1N4/R7/5k2/5N1R/8,b5d4 
8/2NN4/NN5R/N1N2kN1/1NN4R/8/5N2/1N2RKR1,c4e3 c4d6 
1N1NNN2/2N4N/N3N3/7R/2k4N/R1N3NN/4N3/NRKR3N,e8d6 
2N1N1N1/7R/4k3/7R/1N4N1/2N5/7N/3RKR2,e8c7 e8g7 
1RKRNNN1/1N3N2/5N2/N1N5/N6N/5NNR/1Nk5/R7,f3e1 f3d4 
2NRN2N/5N2/2N4R/2k3NN/R1N3N1/N3N2N/8/1RKN1N2,g5e4 g5e6 
4kN2/R7/6N1/4N1NN/1N3N2/4N3/N3N2N/1N1RKR2,h5f6 h5g7 
RKR5/4N3/8/5NN1/5N2/7R/1k6/N6R,f4d3 
2KR4/7R/2k3N1/7R/8/6N1/3N4/NR5N,g6e5 g6e7 
5R1R/N7/R7/1N4kN/R7/8/7N/1N4KN,h2f3 
k2N4/1N4NR/2N5/2NN2N1/1N6/5NN1/NN1N4/KR3NN1,d5b6 d5c7 
N2R4/8/RN5N/1NkN3N/R6N/4NN1N/N6N/1RKN4,b6a4 b6d7 
N1NKNN1N/2N3N1/1N3NN1/N7/3N3R/3k2N1/R2N4/N1R1R3,g6f4 g6e5 
3R2N1/N1N3N1/N6R/4k2N/4N2R/7N/N1N5/1N2KR2,a7c6 
k3N3/5N1R/2N5/2N5/1N6/8/5N2/KRN4N,e8c7 
1RK5/N1N5/8/R5N1/2k4N/7R/4N2N/1N1RN3,b1d2 b1a3 
1N2RNR1/1N6/7R/5k2/R7/3N4/8/4NK2,b7d6 
3k1N2/7R/5NN1/1N6/8/3NNN2/6N1/2RKR1N1,f8e6 
1Nk5/R7/4N3/2N1N1N1/4N3/3N2N1/8/NRKR3N,e4d6 
RKRNNNN1/4N3/2N2N2/N7/3N3N/7R/1k2N1NN/N6R,a5c4 
N1N3N1/N4NN1/R1N3N1/2k5/R5N1/N7/N3N1NN/1RKR3N,g7e6 
N7/N7/R4N2/2N1NkN1/6NR/N1NN4/N2N4/N1N1RKR1,g4e3 g4h6 
3k4/R7/5N2/1N3N2/3NN3/5N2/4N3/1NRKRN2,d4c6 d4e6 
2R1R3/5N1N/R2N4/N1NkN1N1/R7/5N2/1N3N1N/2NKN3,h7f6 
1R2N1N1/2N3N1/2N3N1/8/R7/2k2N1N/R1N5/2KR1N1N,c7b5 c7d5 
1RKR4/N3NN1N/R1N5/1NkN1N2/R5N1/2N4N/8/3N3N,c3a4 c3e4 
KR6/5N2/N2N1NN1/5N2/N4N2/2N5/7R/k3N3,e1c2 
3N2R1/2N5/5N2/R3N3/2N4k/R7/4N3/2N4K,e5f3 e5g6 
2kN4/R7/8/3N4/8/2N2N2/8/1RKR4,d5b6 d5e7 
4N2R/1N1Nk3/7R/2N5/4N1N1/N3N2N/NNN3N1/NN1RKR2,e3d5 e3f5 
3R4/8/6N1/5N2/2NN3R/2k4N/2N3NR/1RK4N,d4e2 d4b5 
3K1N2/1N3NN1/3N2NR/2Nk2N1/3N3R/5N2/1N3N1N/2R1R3,g6f4 g6e7 
1RKR2N1/N7/6NN/N7/N7/1N4NR/2kN3N/7R,b3a1 b3d4 
3N4/5N2/1N6/8/7R/5k2/1N5R/4RKR1,f7e5 f7g5 
N1KR4/R1N5/1Nk4N/7R/5N2/2N5/2N5/NR6,c2b4 c2d4 
2NR1RN1/4N2R/4kN2/1N5R/8/8/5N2/2N1K3,b5d4 b5c7 
2R1R3/R2N4/3kN3/R2N4/5N2/5N2/5N2/3K4,f2e4 
1NRK3N/R2N4/N2k4/R7/N7/3N1N2/7N/2N1R3,h8f7 
1N1R1R2/4N2R/3NkN2/7R/8/8/4N3/4K3,e2d4 e2f4 
2RKR3/8/R2N4/3k2N1/R7/1N1N4/8/4N3,d3b4 d3f4 
5R2/4N3/1N6/R5N1/5Nk1/R7/8/2NN2KR,d1f2 d1e3 
1RKR2N1/N4NNN/7N/N7/6NR/2kN1N1N/R1N4N/5N2,a7b5 
4KR2/2N1N1N1/2N5/R7/1N2k3/R7/2N5/1N1RN3,b1d2 b1c3 
7R/8/2NNN3/R7/6k1/R5N1/8/5RK1,c6e5 
R2N4/1Nk5/R1N5/8/4N3/7N/8/NRKR3N,d8e6 
7R/3Nk2N/RN2N3/2N5/6N1/8/6N1/3RKR2,b6d5 b6c8 
N1NN1KR1/RN6/5k2/7R/5N2/N7/8/1N2R3,f4d5 f4h5 
5R1R/R7/1N4k1/R7/8/8/4N3/N1N3K1,e2f4 
2R2N2/7R/2Nk2N1/6NR/6N1/8/8/1N1KR2N,g5e4 g5f7 
KR2N2N/7N/8/N7/2N3N1/5NNR/k3NN2/N6R,e2c1 e2c3 
N1RKN3/8/1N6/2N4R/N1Nk4/R7/N7/3NR2N,c5b3 c5e6 
N1NRKRNN/3N2N1/7N/N1N1N1N1/2N5/7R/3Nk3/1N5R,b1c3 
6k1/R7/2N1N3/2N5/8/2N5/8/N4RKR,c6e7 
8/4N3/7R/4k3/7R/7N/6N1/1N1RKR2,e7c6 e7g6 
N6k/R5N1/5N2/8/4N2N/3N1N2/8/1NN3RK,h4g6 
4NRN1/2N3N1/R4N2/4k3/7R/8/4N3/3RK3,f6g4 f6d7 
2R1N1NN/1N5R/1k6/7R/8/N7/8/RK6,a3c4 
4RKR1/2N5/2NN4/8/3N4/R7/N4k2/N6R,d6e4 
2N1RKRN/N7/1NN4N/7N/RN3N2/N4k2/R7/8,c6d4 c6e5 
N1N1NKR1/1NN2N1N/8/7R/2N2k2/1N3N1R/N1N5/3NR3,c7d5 c7e6 
N2K4/5N1N/1N6/1N6/R7/N2kN1N1/R7/1NR1RNN1,f7e5 
5NN1/4N3/3N4/8/R7/3N3k/RN6/6RK,d3f2 d3f4 
2RKRN2/8/1N6/8/R3N2N/3k4/R7/1N6,e4f2 e4c5 
1KR4N/6NR/NkN4N/4N2R/4N3/1N3NN1/2N4N/R2N3N,e5c4 e5d7 
N2RKR2/N6N/4N2R/4kN2/4N2R/8/4N3/1N6,a7c6 
2RKR3/N7/3N4/8/8/5N2/6NR/3kN3,g2e3 
N3N1RK/1N6/8/5N2/3N1N2/R1N5/2N4k/R6N,d4f3 
8/8/5N2/5N1N/7R/3k2N1/7R/2RKR3,h5f4 
KR1N4/2N5/7R/k7/7R/8/8/5N2,d8c6 d8b7 
2RKRN2/2N5/2N4N/8/NN6/R5N1/3k4/R6N,g3f1 g3e4 
N1K4N/6NR/N1kN3N/R1N3NN/N6N/8/1N4N1/NR1RN3,a6b4 a6b8 
1RK5/2N5/7R/1Nk2N2/R7/4NN2/2N1N3/3R1N2,c7a6 c7e6 
2RKR3/N6R/3k4/R2N4/1N6/8/2N5/7N,a7b5 a7c8 
N2KN1N1/7N/8/7R/N1NkN1NN/7R/NN4N1/1NR1RN2,h4f3 h4f5 
1RKR4/2N2N2/6N1/4NN2/8/N3N3/R7/2k5,e5d3 
1N3N1K/N6N/N7/1N6/R6N/N5Nk/RNN5/5NR1,h7g5 
1NN2NR1/R2N4/5N1k/R1N4N/4NN2/3N3N/N7/1N1N2NK,f6g4 f6g8 
2RNN2N/7R/1k2N2N/1N2N2R/3N4/3N4/2N1N3/RK1N1N2,e5c4 e5d7 
8/8/5N2/2N1N3/7R/k7/6NR/KR6,e5c4 
R6N/2k5/R7/5N2/3N2N1/5N2/2N5/1RKRNN1N,d4b5 d4e6 
N1RKR3/8/8/3N4/1N6/7R/3k4/6NR,g1f3 
N2NR3/2N3NN/8/N4NN1/R7/3k2N1/R1N4N/N1RK1N2,c2e1 c2b4 
k2N4/7R/N1N5/5N2/1N1N2N1/4N3/1NN5/KR6,a6c7 
3NRKR1/N3N2N/8/8/2NN4/RN3N2/5k2/6NR,g1h3 
6KR/R5N1/6k1/R7/8/5NN1/1NN5/N1N1NR2,f3h4 f3e5 
N1R1N2N/7N/1N5N/R7/3k2N1/R6N/1N6/1N1KR2N,h6f5 
RK1N4/5N1R/1kN2N2/6NR/3N4/1N5N/N1N4N/N1R2NN1,f6d5 f6d7 
1NNRK3/7R/1N2k3/R6N/2N3N1/2N3N1/8/5R1N,h5f4 h5g7 
R7/5k2/R1N5/3N4/7N/8/8/4RKR1,c6e5 c6d8 
2KR3N/2N4R/2k5/R1N2N2/7N/7N/7N/1R4N1,f5d4 f5e7 
2R5/2N5/1N4N1/R7/2Nk4/R6N/N7/3KR3,c7b5 c7e6 
1N1RKR2/7N/2N5/7R/4k3/7R/1NN3N1/8,h7g5 h7f6 
N4RK1/R7/6k1/RN6/2N1N3/8/1NNN4/N1N4R,c4e5 
3RKRNN/R3N3/4kN2/R3N3/1N6/2N2NN1/3N1N2/4N3,f3d4 f3g5 
4R1N1/1NN1N1N1/8/N7/R7/N3Nk2/R1N2N2/2NN1KR1,c2e1 c2d4 
1N5N/1N6/7N/1N6/1N3N1R/5kN1/5N1R/4RKRN,b5d4 
7k/RN6/5N2/1N3N1N/4NN2/3NNN1N/8/4N1RK,f4g6 
3KR3/7N/R7/2Nk4/7R/N7/5N2/N1R1N3,h7f6 
1R1N1N1N/2NN3N/5N2/2N4R/2k5/R5N1/N3N3/2KR3N,d7e5 d7b6 
1N3R1N/8/N5N1/8/R2NN3/4k3/N6R/2NRK3,d4c2 d4f5 
1NRKR2N/N1NN4/1NNN3N/7N/8/1N3N2/7R/3k1NN1,f1e3 
